Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1364,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.1948,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1273,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1976,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.1080,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.1768,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
24.0,27.0,Marmota marmota,Alpine Marmot,0.1221,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1380,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1773,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1754,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1895,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.1509,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.1633,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1032,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1498,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1322,C:\Users\phano\Documents\_MoBI 2024\LECA2025\Audio/Audio_ech\ARM2\ARM2_20220707_030000.wav
